Inferrence batch: 0, total_time: 0.030114s, time: 0.030114s
Inferrence batch: 2075, total_time: 58.083766s, time: 0.025567s
Inferrence batch: 2076, total_time: 58.109348s, time: 0.025582s
Inferrence batch: 2077, total_time: 58.134935s, time: 0.025587s
Inferrence batch: 2078, total_time: 58.160506s, time: 0.025571s
Inferrence batch: 2079, total_time: 58.186002s, time: 0.025496s
Inferrence batch: 2080, total_time: 58.211562s, time: 0.025559s
Inferrence batch: 2081, total_time: 58.237853s, time: 0.026292s
Inferrence batch: 2082, total_time: 58.263908s, time: 0.026055s
Inferrence batch: 2083, total_time: 58.289472s, time: 0.025564s
Inferrence batch: 2084, total_time: 58.315461s, time: 0.025989s
Inferrence batch: 2085, total_time: 58.341117s, time: 0.025656s
Inferrence batch: 2086, total_time: 58.368042s, time: 0.026925s
Inferrence batch: 2087, total_time: 58.393735s, time: 0.025693s
Inferrence batch: 2088, total_time: 58.419582s, time: 0.025847s
Inferrence batch: 2089, total_time: 58.445393s, time: 0.025811s
Inferrence batch: 2090, total_time: 58.471533s, time: 0.026140s
Inferrence batch: 2091, total_time: 58.497350s, time: 0.025816s
Inferrence batch: 2092, total_time: 58.523189s, time: 0.025840s
Inferrence batch: 2093, total_time: 58.548813s, time: 0.025624s
Inferrence batch: 2094, total_time: 58.575052s, time: 0.026239s
Inferrence batch: 2095, total_time: 58.601242s, time: 0.026190s
Inferrence batch: 2096, total_time: 58.627389s, time: 0.026148s
Inferrence batch: 2097, total_time: 58.654102s, time: 0.026713s
Inferrence batch: 2098, total_time: 58.680030s, time: 0.025928s
Inferrence batch: 2099, total_time: 58.706290s, time: 0.026260s
Inferrence batch: 2100, total_time: 58.732092s, time: 0.025802s
Inferrence batch: 2101, total_time: 58.758117s, time: 0.026025s
Inferrence batch: 2102, total_time: 58.784142s, time: 0.026025s
Inferrence batch: 2103, total_time: 58.809853s, time: 0.025711s
Inferrence batch: 2104, total_time: 58.835407s, time: 0.025554s
Inferrence batch: 2105, total_time: 58.861355s, time: 0.025948s
Inferrence batch: 2106, total_time: 58.887317s, time: 0.025962s
Inferrence batch: 2107, total_time: 58.912863s, time: 0.025546s
Inferrence batch: 2108, total_time: 58.938412s, time: 0.025549s
Inferrence batch: 2109, total_time: 58.963865s, time: 0.025453s
Inferrence batch: 2110, total_time: 58.989402s, time: 0.025536s
Inferrence batch: 2111, total_time: 59.015120s, time: 0.025718s
Inferrence batch: 2112, total_time: 59.040984s, time: 0.025864s
Inferrence batch: 2113, total_time: 59.066371s, time: 0.025388s
Inferrence batch: 2114, total_time: 59.091941s, time: 0.025569s
Inferrence batch: 2115, total_time: 59.117878s, time: 0.025937s
Inferrence batch: 2116, total_time: 59.143437s, time: 0.025559s
Inferrence batch: 2117, total_time: 59.169236s, time: 0.025799s
Inferrence batch: 2118, total_time: 59.195179s, time: 0.025943s
Inferrence batch: 2119, total_time: 59.221889s, time: 0.026710s
Inferrence batch: 2120, total_time: 59.247903s, time: 0.026014s
Inferrence batch: 2121, total_time: 59.274433s, time: 0.026530s
Inferrence batch: 2122, total_time: 59.300577s, time: 0.026144s
Inferrence batch: 2123, total_time: 59.326554s, time: 0.025977s
Inferrence batch: 2124, total_time: 59.352621s, time: 0.026067s
Inferrence batch: 2125, total_time: 59.378585s, time: 0.025964s
Inferrence batch: 2126, total_time: 59.404775s, time: 0.026190s
Inferrence batch: 2127, total_time: 59.430729s, time: 0.025954s
Inferrence batch: 2128, total_time: 59.456858s, time: 0.026129s
Inferrence batch: 2129, total_time: 59.482979s, time: 0.026121s
Inferrence batch: 2130, total_time: 59.508893s, time: 0.025914s
Inferrence batch: 2131, total_time: 59.534950s, time: 0.026057s
Inferrence batch: 2132, total_time: 59.560508s, time: 0.025558s
Inferrence batch: 2133, total_time: 59.586406s, time: 0.025897s
Inferrence batch: 2134, total_time: 59.612276s, time: 0.025871s
Inferrence batch: 2135, total_time: 59.638005s, time: 0.025729s
Inferrence batch: 2136, total_time: 59.663440s, time: 0.025434s
Inferrence batch: 2137, total_time: 59.688964s, time: 0.025524s
Inferrence batch: 2138, total_time: 59.714382s, time: 0.025418s
Inferrence batch: 2139, total_time: 59.739789s, time: 0.025406s
Inferrence batch: 2140, total_time: 59.765574s, time: 0.025785s
Inferrence batch: 2141, total_time: 59.790877s, time: 0.025303s
Inferrence batch: 2142, total_time: 59.816416s, time: 0.025538s
Inferrence batch: 2143, total_time: 59.842089s, time: 0.025673s
Inferrence batch: 2144, total_time: 59.868110s, time: 0.026021s
Inferrence batch: 2145, total_time: 59.893950s, time: 0.025841s
Inferrence batch: 2146, total_time: 59.919791s, time: 0.025841s
Inferrence batch: 2147, total_time: 59.946543s, time: 0.026752s
Inferrence batch: 2148, total_time: 59.972559s, time: 0.026016s
Inferrence batch: 2149, total_time: 59.998621s, time: 0.026062s
Inferrence batch: 2150, total_time: 60.025054s, time: 0.026433s
Inferrence batch: 2151, total_time: 60.050874s, time: 0.025821s
Inferrence batch: 2152, total_time: 60.076700s, time: 0.025826s
Inferrence batch: 2153, total_time: 60.102687s, time: 0.025986s
Inferrence batch: 2154, total_time: 60.128523s, time: 0.025836s
Inferrence batch: 2155, total_time: 60.154311s, time: 0.025788s
Inferrence batch: 2156, total_time: 60.180015s, time: 0.025704s
Inferrence batch: 2157, total_time: 60.205659s, time: 0.025644s
Inferrence batch: 2158, total_time: 60.231616s, time: 0.025957s
Inferrence batch: 2159, total_time: 60.257669s, time: 0.026053s
Inferrence batch: 2160, total_time: 60.283224s, time: 0.025555s
Inferrence batch: 2161, total_time: 60.308786s, time: 0.025563s
Inferrence batch: 2162, total_time: 60.334413s, time: 0.025627s
Inferrence batch: 2163, total_time: 60.359846s, time: 0.025433s
Inferrence batch: 2164, total_time: 60.389003s, time: 0.029157s
Inferrence batch: 2165, total_time: 60.414479s, time: 0.025476s
Inferrence batch: 2166, total_time: 60.440023s, time: 0.025544s
Inferrence batch: 2167, total_time: 60.465271s, time: 0.025248s
Inferrence batch: 2168, total_time: 60.490644s, time: 0.025373s
Inferrence batch: 2169, total_time: 60.515767s, time: 0.025123s
Inferrence batch: 2170, total_time: 60.540889s, time: 0.025122s
Inferrence batch: 2171, total_time: 60.566055s, time: 0.025167s
Inferrence batch: 2172, total_time: 60.591284s, time: 0.025229s
Inferrence batch: 2173, total_time: 60.616692s, time: 0.025408s
Inferrence batch: 2174, total_time: 60.642125s, time: 0.025433s
Inferrence batch: 2175, total_time: 60.667627s, time: 0.025502s
Inferrence batch: 2176, total_time: 60.693115s, time: 0.025488s
Inferrence batch: 2177, total_time: 60.718694s, time: 0.025579s
Inferrence batch: 2178, total_time: 60.744193s, time: 0.025499s
Inferrence batch: 2179, total_time: 60.769683s, time: 0.025491s
Inferrence batch: 2180, total_time: 60.795218s, time: 0.025534s
Inferrence batch: 2181, total_time: 60.820859s, time: 0.025641s
Inferrence batch: 2182, total_time: 60.846555s, time: 0.025696s
Inferrence batch: 2183, total_time: 60.872897s, time: 0.026342s
Inferrence batch: 2184, total_time: 60.898503s, time: 0.025607s
Inferrence batch: 2185, total_time: 60.924246s, time: 0.025743s
Inferrence batch: 2186, total_time: 60.949894s, time: 0.025647s
Inferrence batch: 2187, total_time: 60.976134s, time: 0.026240s
Inferrence batch: 2188, total_time: 61.001715s, time: 0.025581s
Inferrence batch: 2189, total_time: 61.027617s, time: 0.025902s
Inferrence batch: 2190, total_time: 61.053148s, time: 0.025530s
Inferrence batch: 2191, total_time: 61.078787s, time: 0.025639s
Inferrence batch: 2192, total_time: 61.104606s, time: 0.025819s
Inferrence batch: 2193, total_time: 61.130126s, time: 0.025520s
Inferrence batch: 2194, total_time: 61.155394s, time: 0.025268s
Inferrence batch: 2195, total_time: 61.180897s, time: 0.025503s
Inferrence batch: 2196, total_time: 61.206425s, time: 0.025528s
Inferrence batch: 2197, total_time: 61.231549s, time: 0.025125s
Inferrence batch: 2198, total_time: 61.256673s, time: 0.025124s
Inferrence batch: 2199, total_time: 61.282185s, time: 0.025511s
Inferrence batch: 2200, total_time: 61.307521s, time: 0.025337s
Inferrence batch: 2201, total_time: 61.332974s, time: 0.025453s
Inferrence batch: 2202, total_time: 61.358398s, time: 0.025424s
Inferrence batch: 2203, total_time: 61.383913s, time: 0.025514s
Inferrence batch: 2204, total_time: 61.409420s, time: 0.025507s
Inferrence batch: 2205, total_time: 61.435085s, time: 0.025666s
Inferrence batch: 2206, total_time: 61.461153s, time: 0.026068s
Inferrence batch: 2207, total_time: 61.486676s, time: 0.025522s
Inferrence batch: 2208, total_time: 61.512216s, time: 0.025540s
Inferrence batch: 2209, total_time: 61.537874s, time: 0.025658s
Inferrence batch: 2210, total_time: 61.563519s, time: 0.025645s
Inferrence batch: 2211, total_time: 61.589261s, time: 0.025742s
Inferrence batch: 2212, total_time: 61.614978s, time: 0.025717s
Inferrence batch: 2213, total_time: 61.640474s, time: 0.025496s
Inferrence batch: 2214, total_time: 61.666111s, time: 0.025637s
Inferrence batch: 2215, total_time: 61.691838s, time: 0.025727s
Inferrence batch: 2216, total_time: 61.717601s, time: 0.025763s
Inferrence batch: 2217, total_time: 61.743487s, time: 0.025886s
Inferrence batch: 2218, total_time: 61.769327s, time: 0.025840s
Inferrence batch: 2219, total_time: 61.795317s, time: 0.025990s
Inferrence batch: 2220, total_time: 61.820937s, time: 0.025620s
Inferrence batch: 2221, total_time: 61.846799s, time: 0.025862s
Inferrence batch: 2222, total_time: 61.872683s, time: 0.025884s
Inferrence batch: 2223, total_time: 61.898488s, time: 0.025805s
Inferrence batch: 2224, total_time: 61.924016s, time: 0.025528s
Inferrence batch: 2225, total_time: 61.949457s, time: 0.025441s
Inferrence batch: 2226, total_time: 61.974973s, time: 0.025516s
Inferrence batch: 2227, total_time: 62.000400s, time: 0.025427s
Inferrence batch: 2228, total_time: 62.025853s, time: 0.025453s
Inferrence batch: 2229, total_time: 62.051220s, time: 0.025367s
Inferrence batch: 2230, total_time: 62.077791s, time: 0.026571s
Inferrence batch: 2231, total_time: 62.103142s, time: 0.025351s
Inferrence batch: 2232, total_time: 62.129023s, time: 0.025881s
Inferrence batch: 2233, total_time: 62.154547s, time: 0.025524s
Inferrence batch: 2234, total_time: 62.180423s, time: 0.025876s
Inferrence batch: 2235, total_time: 62.206497s, time: 0.026074s
Inferrence batch: 2236, total_time: 62.232446s, time: 0.025949s
Inferrence batch: 2237, total_time: 62.258443s, time: 0.025997s
Inferrence batch: 2238, total_time: 62.284157s, time: 0.025714s
Inferrence batch: 2239, total_time: 62.309842s, time: 0.025685s
Inferrence batch: 2240, total_time: 62.335595s, time: 0.025753s
Inferrence batch: 2241, total_time: 62.361320s, time: 0.025725s
Inferrence batch: 2242, total_time: 62.387199s, time: 0.025880s
Inferrence batch: 2243, total_time: 62.412953s, time: 0.025753s
Inferrence batch: 2244, total_time: 62.438573s, time: 0.025621s
Inferrence batch: 2245, total_time: 62.464577s, time: 0.026004s
Inferrence batch: 2246, total_time: 62.490464s, time: 0.025886s
Inferrence batch: 2247, total_time: 62.516289s, time: 0.025826s
Inferrence batch: 2248, total_time: 62.542366s, time: 0.026076s
Inferrence batch: 2249, total_time: 62.568292s, time: 0.025926s
Inferrence batch: 2250, total_time: 62.594249s, time: 0.025957s
Inferrence batch: 2251, total_time: 62.620184s, time: 0.025935s
Inferrence batch: 2252, total_time: 62.646100s, time: 0.025916s
Inferrence batch: 2253, total_time: 62.671664s, time: 0.025563s
Inferrence batch: 2254, total_time: 62.697434s, time: 0.025770s
Inferrence batch: 2255, total_time: 62.722924s, time: 0.025490s
Inferrence batch: 2256, total_time: 62.748264s, time: 0.025340s
Inferrence batch: 2257, total_time: 62.773677s, time: 0.025413s
Inferrence batch: 2258, total_time: 62.799150s, time: 0.025474s
Inferrence batch: 2259, total_time: 62.824620s, time: 0.025469s
Inferrence batch: 2260, total_time: 62.849866s, time: 0.025247s
Inferrence batch: 2261, total_time: 62.875233s, time: 0.025367s
Inferrence batch: 2262, total_time: 62.900546s, time: 0.025313s
Inferrence batch: 2263, total_time: 62.926335s, time: 0.025789s
Inferrence batch: 2264, total_time: 62.951745s, time: 0.025410s
Inferrence batch: 2265, total_time: 62.977627s, time: 0.025882s
Inferrence batch: 2266, total_time: 63.003250s, time: 0.025623s
Inferrence batch: 2267, total_time: 63.029065s, time: 0.025815s
Inferrence batch: 2268, total_time: 63.054862s, time: 0.025796s
Inferrence batch: 2269, total_time: 63.080720s, time: 0.025859s
Inferrence batch: 2270, total_time: 63.106451s, time: 0.025730s
Inferrence batch: 2271, total_time: 63.132172s, time: 0.025721s
Inferrence batch: 2272, total_time: 63.157869s, time: 0.025697s
Inferrence batch: 2273, total_time: 63.183305s, time: 0.025435s
Inferrence batch: 2274, total_time: 63.208534s, time: 0.025229s
Inferrence batch: 2275, total_time: 63.234202s, time: 0.025668s
Inferrence batch: 2276, total_time: 63.259470s, time: 0.025269s
Inferrence batch: 2277, total_time: 63.285144s, time: 0.025673s
Inferrence batch: 2278, total_time: 63.310739s, time: 0.025595s
Inferrence batch: 2279, total_time: 63.336412s, time: 0.025673s
Inferrence batch: 2280, total_time: 63.362218s, time: 0.025807s
Inferrence batch: 2281, total_time: 63.388104s, time: 0.025886s
Inferrence batch: 2282, total_time: 63.414071s, time: 0.025967s
Inferrence batch: 2283, total_time: 63.439925s, time: 0.025854s
Inferrence batch: 2284, total_time: 63.465649s, time: 0.025723s
Inferrence batch: 2285, total_time: 63.491211s, time: 0.025563s
Inferrence batch: 2286, total_time: 63.516707s, time: 0.025496s
Inferrence batch: 2287, total_time: 63.542154s, time: 0.025447s
Inferrence batch: 2288, total_time: 63.567603s, time: 0.025449s
Inferrence batch: 2289, total_time: 63.592859s, time: 0.025256s
Inferrence batch: 2290, total_time: 63.618305s, time: 0.025446s
Inferrence batch: 2291, total_time: 63.644514s, time: 0.026209s
Inferrence batch: 2292, total_time: 63.669996s, time: 0.025482s
Inferrence batch: 2293, total_time: 63.695381s, time: 0.025385s
Inferrence batch: 2294, total_time: 63.720706s, time: 0.025325s
Inferrence batch: 2295, total_time: 63.746153s, time: 0.025447s
Inferrence batch: 2296, total_time: 63.771510s, time: 0.025357s
Inferrence batch: 2297, total_time: 63.796692s, time: 0.025182s
Inferrence batch: 2298, total_time: 63.822446s, time: 0.025754s
Inferrence batch: 2299, total_time: 63.847801s, time: 0.025355s
Inferrence batch: 2300, total_time: 63.873156s, time: 0.025355s
Inferrence batch: 2301, total_time: 63.898516s, time: 0.025360s
Inferrence batch: 2302, total_time: 63.924000s, time: 0.025484s
Inferrence batch: 2303, total_time: 63.949288s, time: 0.025288s
Inferrence batch: 2304, total_time: 63.974754s, time: 0.025467s
Inferrence batch: 2305, total_time: 64.000331s, time: 0.025577s
Inferrence batch: 2306, total_time: 64.025922s, time: 0.025591s
Inferrence batch: 2307, total_time: 64.051440s, time: 0.025518s
Inferrence batch: 2308, total_time: 64.077074s, time: 0.025634s
Inferrence batch: 2309, total_time: 64.102760s, time: 0.025687s
Inferrence batch: 2310, total_time: 64.127872s, time: 0.025112s
Inferrence batch: 2311, total_time: 64.155704s, time: 0.027832s
Inferrence batch: 2312, total_time: 64.181236s, time: 0.025532s
Inferrence batch: 2313, total_time: 64.206525s, time: 0.025289s
Inferrence batch: 2314, total_time: 64.231781s, time: 0.025256s
Inferrence batch: 2315, total_time: 64.256729s, time: 0.024948s
Inferrence batch: 2316, total_time: 64.281865s, time: 0.025136s
Inferrence batch: 2317, total_time: 64.306629s, time: 0.024764s
Inferrence batch: 2318, total_time: 64.331410s, time: 0.024781s
Inferrence batch: 2319, total_time: 64.355988s, time: 0.024578s
Inferrence batch: 2320, total_time: 64.380773s, time: 0.024786s
Inferrence batch: 2321, total_time: 64.405890s, time: 0.025117s
Inferrence batch: 2322, total_time: 64.430907s, time: 0.025017s
Inferrence batch: 2323, total_time: 64.455961s, time: 0.025053s
Inferrence batch: 2324, total_time: 64.481200s, time: 0.025239s
Inferrence batch: 2325, total_time: 64.506340s, time: 0.025141s
Inferrence batch: 2326, total_time: 64.531526s, time: 0.025185s
Inferrence batch: 2327, total_time: 64.556644s, time: 0.025119s
Inferrence batch: 2328, total_time: 64.582048s, time: 0.025404s
Inferrence batch: 2329, total_time: 64.607431s, time: 0.025383s
Inferrence batch: 2330, total_time: 64.632906s, time: 0.025475s
Inferrence batch: 2331, total_time: 64.658271s, time: 0.025365s
Inferrence batch: 2332, total_time: 64.683290s, time: 0.025019s
Inferrence batch: 2333, total_time: 64.708333s, time: 0.025043s
Inferrence batch: 2334, total_time: 64.733400s, time: 0.025067s
Inferrence batch: 2335, total_time: 64.758461s, time: 0.025061s
Inferrence batch: 2336, total_time: 64.783899s, time: 0.025438s
Inferrence batch: 2337, total_time: 64.808961s, time: 0.025062s
Inferrence batch: 2338, total_time: 64.834058s, time: 0.025096s
Inferrence batch: 2339, total_time: 64.859200s, time: 0.025143s
Inferrence batch: 2340, total_time: 64.884547s, time: 0.025347s
Inferrence batch: 2341, total_time: 64.909920s, time: 0.025373s
Inferrence batch: 2342, total_time: 64.935544s, time: 0.025625s
Inferrence batch: 2343, total_time: 64.961131s, time: 0.025587s
Inferrence batch: 2344, total_time: 64.986666s, time: 0.025535s
Inferrence batch: 2345, total_time: 65.011425s, time: 0.024759s
Inferrence batch: 2346, total_time: 65.036665s, time: 0.025240s
Inferrence batch: 2347, total_time: 65.061883s, time: 0.025218s
Inferrence batch: 2348, total_time: 65.087200s, time: 0.025317s
Inferrence batch: 2349, total_time: 65.112401s, time: 0.025202s
Inferrence batch: 2350, total_time: 65.137914s, time: 0.025513s
Inferrence batch: 2351, total_time: 65.163540s, time: 0.025625s
Inferrence batch: 2352, total_time: 65.188974s, time: 0.025434s
Inferrence batch: 2353, total_time: 65.214743s, time: 0.025769s
Inferrence batch: 2354, total_time: 65.240106s, time: 0.025362s
Inferrence batch: 2355, total_time: 65.265374s, time: 0.025268s
Inferrence batch: 2356, total_time: 65.291015s, time: 0.025641s
Inferrence batch: 2357, total_time: 65.316535s, time: 0.025520s
Inferrence batch: 2358, total_time: 65.341863s, time: 0.025328s
Inferrence batch: 2359, total_time: 65.367285s, time: 0.025422s
Inferrence batch: 2360, total_time: 65.392670s, time: 0.025385s
Inferrence batch: 2361, total_time: 65.418139s, time: 0.025469s
Inferrence batch: 2362, total_time: 65.443668s, time: 0.025529s
Inferrence batch: 2363, total_time: 65.468998s, time: 0.025331s
Inferrence batch: 2364, total_time: 65.494047s, time: 0.025048s
Inferrence batch: 2365, total_time: 65.520381s, time: 0.026335s
Inferrence batch: 2366, total_time: 65.545707s, time: 0.025326s
Inferrence batch: 2367, total_time: 65.571090s, time: 0.025383s
Inferrence batch: 2368, total_time: 65.596398s, time: 0.025308s
Inferrence batch: 2369, total_time: 65.621713s, time: 0.025315s
Inferrence batch: 2370, total_time: 65.647083s, time: 0.025370s
Inferrence batch: 2371, total_time: 65.673075s, time: 0.025992s
Inferrence batch: 2372, total_time: 65.698734s, time: 0.025659s
Inferrence batch: 2373, total_time: 65.724319s, time: 0.025585s
Inferrence batch: 2374, total_time: 65.750028s, time: 0.025709s
Inferrence batch: 2375, total_time: 65.775367s, time: 0.025339s
Inferrence batch: 2376, total_time: 65.800828s, time: 0.025460s
Inferrence batch: 2377, total_time: 65.826397s, time: 0.025569s
Inferrence batch: 2378, total_time: 65.852068s, time: 0.025671s
Inferrence batch: 2379, total_time: 65.878389s, time: 0.026321s
Inferrence batch: 2380, total_time: 65.904102s, time: 0.025713s
Inferrence batch: 2381, total_time: 65.929562s, time: 0.025460s
Inferrence batch: 2382, total_time: 65.955116s, time: 0.025554s
Inferrence batch: 2383, total_time: 65.980521s, time: 0.025405s
Inferrence batch: 2384, total_time: 66.006232s, time: 0.025711s
Inferrence batch: 2385, total_time: 66.031985s, time: 0.025753s
Inferrence batch: 2386, total_time: 66.057627s, time: 0.025642s
Inferrence batch: 2387, total_time: 66.083304s, time: 0.025677s
Inferrence batch: 2388, total_time: 66.108744s, time: 0.025440s
Inferrence batch: 2389, total_time: 66.134206s, time: 0.025462s
Inferrence batch: 2390, total_time: 66.159754s, time: 0.025548s
Inferrence batch: 2391, total_time: 66.184911s, time: 0.025157s
Inferrence batch: 2392, total_time: 66.210296s, time: 0.025385s
Inferrence batch: 2393, total_time: 66.235687s, time: 0.025391s
Inferrence batch: 2394, total_time: 66.260712s, time: 0.025025s
Inferrence batch: 2395, total_time: 66.286160s, time: 0.025448s
Inferrence batch: 2396, total_time: 66.311257s, time: 0.025097s
Inferrence batch: 2397, total_time: 66.336750s, time: 0.025493s
Inferrence batch: 2398, total_time: 66.361777s, time: 0.025027s
Inferrence batch: 2399, total_time: 66.387294s, time: 0.025517s
Inferrence batch: 2400, total_time: 66.412734s, time: 0.025440s
Inferrence batch: 2401, total_time: 66.438246s, time: 0.025512s
Inferrence batch: 2402, total_time: 66.463943s, time: 0.025697s
Inferrence batch: 2403, total_time: 66.489516s, time: 0.025574s
Inferrence batch: 2404, total_time: 66.515139s, time: 0.025623s
Inferrence batch: 2405, total_time: 66.540840s, time: 0.025701s
Inferrence batch: 2406, total_time: 66.566603s, time: 0.025763s
Inferrence batch: 2407, total_time: 66.592394s, time: 0.025791s
Inferrence batch: 2408, total_time: 66.617779s, time: 0.025385s
Inferrence batch: 2409, total_time: 66.643354s, time: 0.025576s
Inferrence batch: 2410, total_time: 66.668573s, time: 0.025218s
Inferrence batch: 2411, total_time: 66.693873s, time: 0.025301s
Inferrence batch: 2412, total_time: 66.719552s, time: 0.025679s
Inferrence batch: 2413, total_time: 66.745211s, time: 0.025659s
Inferrence batch: 2414, total_time: 66.771023s, time: 0.025812s
Inferrence batch: 2415, total_time: 66.796692s, time: 0.025669s
Inferrence batch: 2416, total_time: 66.822329s, time: 0.025637s
Inferrence batch: 2417, total_time: 66.847928s, time: 0.025599s
Inferrence batch: 2418, total_time: 66.873475s, time: 0.025547s
Inferrence batch: 2419, total_time: 66.899058s, time: 0.025584s
Inferrence batch: 2420, total_time: 66.924303s, time: 0.025245s
Inferrence batch: 2421, total_time: 66.949579s, time: 0.025276s
Inferrence batch: 2422, total_time: 66.975208s, time: 0.025628s
Inferrence batch: 2423, total_time: 67.000710s, time: 0.025503s
Inferrence batch: 2424, total_time: 67.025772s, time: 0.025062s
Inferrence batch: 2425, total_time: 67.050793s, time: 0.025021s
Inferrence batch: 2426, total_time: 67.075869s, time: 0.025076s
Inferrence batch: 2427, total_time: 67.101267s, time: 0.025398s
Inferrence batch: 2428, total_time: 67.126372s, time: 0.025105s
Inferrence batch: 2429, total_time: 67.151875s, time: 0.025503s
Inferrence batch: 2430, total_time: 67.176925s, time: 0.025050s
Inferrence batch: 2431, total_time: 67.202413s, time: 0.025488s
Inferrence batch: 2432, total_time: 67.227990s, time: 0.025577s
Inferrence batch: 2433, total_time: 67.253505s, time: 0.025514s
Inferrence batch: 2434, total_time: 67.279007s, time: 0.025502s
Inferrence batch: 2435, total_time: 67.304643s, time: 0.025636s
Inferrence batch: 2436, total_time: 67.330244s, time: 0.025601s
Inferrence batch: 2437, total_time: 67.355765s, time: 0.025521s
Inferrence batch: 2438, total_time: 67.381392s, time: 0.025627s
Inferrence batch: 2439, total_time: 67.406676s, time: 0.025284s
Inferrence batch: 2440, total_time: 67.432184s, time: 0.025507s
Inferrence batch: 2441, total_time: 67.457630s, time: 0.025446s
Inferrence batch: 2442, total_time: 67.483284s, time: 0.025654s
Inferrence batch: 2443, total_time: 67.509019s, time: 0.025735s
Inferrence batch: 2444, total_time: 67.538875s, time: 0.029855s
Inferrence batch: 2445, total_time: 67.564468s, time: 0.025594s
Inferrence batch: 2446, total_time: 67.594206s, time: 0.029738s
Inferrence batch: 2447, total_time: 67.623965s, time: 0.029759s
Inferrence batch: 2448, total_time: 67.653758s, time: 0.029793s
Inferrence batch: 2449, total_time: 67.683179s, time: 0.029421s
Inferrence batch: 2450, total_time: 67.710226s, time: 0.027047s
Inferrence batch: 2451, total_time: 67.735303s, time: 0.025077s
Inferrence batch: 2452, total_time: 67.760458s, time: 0.025155s
Inferrence batch: 2453, total_time: 67.788923s, time: 0.028464s
Inferrence batch: 2454, total_time: 67.818219s, time: 0.029297s
Inferrence batch: 2455, total_time: 67.847848s, time: 0.029629s
Inferrence batch: 2456, total_time: 67.877703s, time: 0.029855s
Inferrence batch: 2457, total_time: 67.907050s, time: 0.029348s
Inferrence batch: 2458, total_time: 67.932733s, time: 0.025683s
Inferrence batch: 2459, total_time: 67.960609s, time: 0.027876s
Inferrence batch: 2460, total_time: 67.990297s, time: 0.029688s
Inferrence batch: 2461, total_time: 68.020170s, time: 0.029873s
Inferrence batch: 2462, total_time: 68.049985s, time: 0.029816s
Inferrence batch: 2463, total_time: 68.079856s, time: 0.029871s
Inferrence batch: 2464, total_time: 68.105560s, time: 0.025704s
Inferrence batch: 2465, total_time: 68.135377s, time: 0.029817s
Inferrence batch: 2466, total_time: 68.165310s, time: 0.029933s
Inferrence batch: 2467, total_time: 68.195208s, time: 0.029898s
Inferrence batch: 2468, total_time: 68.225201s, time: 0.029993s
Inferrence batch: 2469, total_time: 68.251118s, time: 0.025917s
Inferrence batch: 2470, total_time: 68.280742s, time: 0.029624s
Inferrence batch: 2471, total_time: 68.310352s, time: 0.029610s
Inferrence batch: 2472, total_time: 68.340264s, time: 0.029912s
Inferrence batch: 2473, total_time: 68.371185s, time: 0.030921s
Inferrence batch: 2474, total_time: 68.397524s, time: 0.026339s
Inferrence batch: 2475, total_time: 68.426680s, time: 0.029156s
Inferrence batch: 2476, total_time: 68.456502s, time: 0.029823s
Inferrence batch: 2477, total_time: 68.486432s, time: 0.029929s
Inferrence batch: 2478, total_time: 68.516275s, time: 0.029844s
Inferrence batch: 2479, total_time: 68.544018s, time: 0.027742s
Inferrence batch: 2480, total_time: 68.571108s, time: 0.027090s
Inferrence batch: 2481, total_time: 68.600288s, time: 0.029180s
Inferrence batch: 2482, total_time: 68.629838s, time: 0.029551s
Inferrence batch: 2483, total_time: 68.659826s, time: 0.029987s
Inferrence batch: 2484, total_time: 68.690114s, time: 0.030288s
Inferrence batch: 2485, total_time: 68.715271s, time: 0.025157s
Inferrence batch: 2486, total_time: 68.745048s, time: 0.029777s
Inferrence batch: 2487, total_time: 68.774842s, time: 0.029794s
Inferrence batch: 2488, total_time: 68.804492s, time: 0.029649s
Inferrence batch: 2489, total_time: 68.834265s, time: 0.029773s
Inferrence batch: 2490, total_time: 68.860725s, time: 0.026460s
Inferrence batch: 2491, total_time: 68.888810s, time: 0.028085s
Inferrence batch: 2492, total_time: 68.918674s, time: 0.029865s
Inferrence batch: 2493, total_time: 68.948598s, time: 0.029923s
Inferrence batch: 2494, total_time: 68.978602s, time: 0.030005s
Inferrence batch: 2495, total_time: 69.009226s, time: 0.030623s
Inferrence batch: 2496, total_time: 69.037231s, time: 0.028005s
Inferrence batch: 2497, total_time: 69.067091s, time: 0.029861s
Inferrence batch: 2498, total_time: 69.096909s, time: 0.029818s
Inferrence batch: 2499, total_time: 69.126785s, time: 0.029875s
Inferrence batch: 2500, total_time: 69.156490s, time: 0.029706s
Inferrence batch: 2501, total_time: 69.186299s, time: 0.029809s
Inferrence batch: 2502, total_time: 69.212689s, time: 0.026390s
Inferrence batch: 2503, total_time: 69.238657s, time: 0.025967s
Inferrence batch: 2504, total_time: 69.267715s, time: 0.029058s
Inferrence batch: 2505, total_time: 69.297579s, time: 0.029864s
Inferrence batch: 2506, total_time: 69.327506s, time: 0.029927s
Inferrence batch: 2507, total_time: 69.357267s, time: 0.029761s
Inferrence batch: 2508, total_time: 69.386957s, time: 0.029689s
Inferrence batch: 2509, total_time: 69.416709s, time: 0.029752s
Inferrence batch: 2510, total_time: 69.444211s, time: 0.027502s
