Inferrence batch: 0, total_time: 0.033579s, time: 0.033579s
Inferrence batch: 2216, total_time: 57.780025s, time: 0.026024s
Inferrence batch: 2217, total_time: 57.806018s, time: 0.025993s
Inferrence batch: 2218, total_time: 57.831972s, time: 0.025954s
Inferrence batch: 2219, total_time: 57.858059s, time: 0.026087s
Inferrence batch: 2220, total_time: 57.883945s, time: 0.025886s
Inferrence batch: 2221, total_time: 57.909785s, time: 0.025840s
Inferrence batch: 2222, total_time: 57.935382s, time: 0.025597s
Inferrence batch: 2223, total_time: 57.961058s, time: 0.025676s
Inferrence batch: 2224, total_time: 57.986795s, time: 0.025738s
Inferrence batch: 2225, total_time: 58.012501s, time: 0.025706s
Inferrence batch: 2226, total_time: 58.037755s, time: 0.025255s
Inferrence batch: 2227, total_time: 58.063061s, time: 0.025306s
Inferrence batch: 2228, total_time: 58.088299s, time: 0.025238s
Inferrence batch: 2229, total_time: 58.113593s, time: 0.025295s
Inferrence batch: 2230, total_time: 58.138851s, time: 0.025258s
Inferrence batch: 2231, total_time: 58.164059s, time: 0.025208s
Inferrence batch: 2232, total_time: 58.189645s, time: 0.025586s
Inferrence batch: 2233, total_time: 58.215216s, time: 0.025571s
Inferrence batch: 2234, total_time: 58.240896s, time: 0.025680s
Inferrence batch: 2235, total_time: 58.266753s, time: 0.025857s
Inferrence batch: 2236, total_time: 58.292652s, time: 0.025899s
Inferrence batch: 2237, total_time: 58.318431s, time: 0.025779s
Inferrence batch: 2238, total_time: 58.344302s, time: 0.025872s
Inferrence batch: 2239, total_time: 58.370298s, time: 0.025996s
Inferrence batch: 2240, total_time: 58.396245s, time: 0.025946s
Inferrence batch: 2241, total_time: 58.422175s, time: 0.025930s
Inferrence batch: 2242, total_time: 58.448112s, time: 0.025937s
Inferrence batch: 2243, total_time: 58.473748s, time: 0.025636s
Inferrence batch: 2244, total_time: 58.499153s, time: 0.025404s
Inferrence batch: 2245, total_time: 58.524863s, time: 0.025710s
Inferrence batch: 2246, total_time: 58.550757s, time: 0.025895s
Inferrence batch: 2247, total_time: 58.576583s, time: 0.025826s
Inferrence batch: 2248, total_time: 58.602388s, time: 0.025805s
Inferrence batch: 2249, total_time: 58.628012s, time: 0.025623s
Inferrence batch: 2250, total_time: 58.653782s, time: 0.025770s
Inferrence batch: 2251, total_time: 58.679446s, time: 0.025664s
Inferrence batch: 2252, total_time: 58.705263s, time: 0.025817s
Inferrence batch: 2253, total_time: 58.731159s, time: 0.025896s
Inferrence batch: 2254, total_time: 58.756456s, time: 0.025296s
Inferrence batch: 2255, total_time: 58.782060s, time: 0.025604s
Inferrence batch: 2256, total_time: 58.807224s, time: 0.025164s
Inferrence batch: 2257, total_time: 58.832700s, time: 0.025476s
Inferrence batch: 2258, total_time: 58.857901s, time: 0.025201s
Inferrence batch: 2259, total_time: 58.883369s, time: 0.025468s
Inferrence batch: 2260, total_time: 58.908973s, time: 0.025604s
Inferrence batch: 2261, total_time: 58.934521s, time: 0.025549s
Inferrence batch: 2262, total_time: 58.960120s, time: 0.025599s
Inferrence batch: 2263, total_time: 58.985626s, time: 0.025506s
Inferrence batch: 2264, total_time: 59.011187s, time: 0.025560s
Inferrence batch: 2265, total_time: 59.036975s, time: 0.025788s
Inferrence batch: 2266, total_time: 59.062645s, time: 0.025670s
Inferrence batch: 2267, total_time: 59.088437s, time: 0.025792s
Inferrence batch: 2268, total_time: 59.114118s, time: 0.025681s
Inferrence batch: 2269, total_time: 59.139673s, time: 0.025556s
Inferrence batch: 2270, total_time: 59.165380s, time: 0.025706s
Inferrence batch: 2271, total_time: 59.190601s, time: 0.025221s
Inferrence batch: 2272, total_time: 59.215875s, time: 0.025274s
Inferrence batch: 2273, total_time: 59.241148s, time: 0.025274s
Inferrence batch: 2274, total_time: 59.266561s, time: 0.025413s
Inferrence batch: 2275, total_time: 59.291756s, time: 0.025195s
Inferrence batch: 2276, total_time: 59.316992s, time: 0.025236s
Inferrence batch: 2277, total_time: 59.342246s, time: 0.025254s
Inferrence batch: 2278, total_time: 59.367844s, time: 0.025598s
Inferrence batch: 2279, total_time: 59.393245s, time: 0.025401s
Inferrence batch: 2280, total_time: 59.418774s, time: 0.025529s
Inferrence batch: 2281, total_time: 59.444238s, time: 0.025465s
Inferrence batch: 2282, total_time: 59.469495s, time: 0.025257s
Inferrence batch: 2283, total_time: 59.495228s, time: 0.025733s
Inferrence batch: 2284, total_time: 59.520802s, time: 0.025574s
Inferrence batch: 2285, total_time: 59.546336s, time: 0.025534s
Inferrence batch: 2286, total_time: 59.571797s, time: 0.025461s
Inferrence batch: 2287, total_time: 59.597178s, time: 0.025381s
Inferrence batch: 2288, total_time: 59.622513s, time: 0.025335s
Inferrence batch: 2289, total_time: 59.647748s, time: 0.025235s
Inferrence batch: 2290, total_time: 59.673300s, time: 0.025552s
Inferrence batch: 2291, total_time: 59.698803s, time: 0.025503s
Inferrence batch: 2292, total_time: 59.724023s, time: 0.025220s
Inferrence batch: 2293, total_time: 59.749577s, time: 0.025554s
Inferrence batch: 2294, total_time: 59.775048s, time: 0.025472s
Inferrence batch: 2295, total_time: 59.800822s, time: 0.025774s
Inferrence batch: 2296, total_time: 59.826715s, time: 0.025892s
Inferrence batch: 2297, total_time: 59.852896s, time: 0.026181s
Inferrence batch: 2298, total_time: 59.878364s, time: 0.025468s
Inferrence batch: 2299, total_time: 59.904437s, time: 0.026073s
Inferrence batch: 2300, total_time: 59.929777s, time: 0.025340s
Inferrence batch: 2301, total_time: 59.954975s, time: 0.025197s
Inferrence batch: 2302, total_time: 59.980317s, time: 0.025342s
Inferrence batch: 2303, total_time: 60.005536s, time: 0.025219s
Inferrence batch: 2304, total_time: 60.031073s, time: 0.025537s
Inferrence batch: 2305, total_time: 60.056423s, time: 0.025350s
Inferrence batch: 2306, total_time: 60.081826s, time: 0.025402s
Inferrence batch: 2307, total_time: 60.107265s, time: 0.025440s
Inferrence batch: 2308, total_time: 60.132705s, time: 0.025439s
Inferrence batch: 2309, total_time: 60.158459s, time: 0.025755s
Inferrence batch: 2310, total_time: 60.184237s, time: 0.025777s
Inferrence batch: 2311, total_time: 60.209808s, time: 0.025571s
Inferrence batch: 2312, total_time: 60.235348s, time: 0.025541s
Inferrence batch: 2313, total_time: 60.261016s, time: 0.025668s
Inferrence batch: 2314, total_time: 60.286524s, time: 0.025507s
Inferrence batch: 2315, total_time: 60.312369s, time: 0.025846s
Inferrence batch: 2316, total_time: 60.338087s, time: 0.025717s
Inferrence batch: 2317, total_time: 60.364153s, time: 0.026066s
Inferrence batch: 2318, total_time: 60.389752s, time: 0.025599s
Inferrence batch: 2319, total_time: 60.415415s, time: 0.025664s
Inferrence batch: 2320, total_time: 60.441209s, time: 0.025794s
Inferrence batch: 2321, total_time: 60.467010s, time: 0.025800s
Inferrence batch: 2322, total_time: 60.492743s, time: 0.025733s
Inferrence batch: 2323, total_time: 60.518557s, time: 0.025814s
Inferrence batch: 2324, total_time: 60.544365s, time: 0.025808s
Inferrence batch: 2325, total_time: 60.570343s, time: 0.025977s
Inferrence batch: 2326, total_time: 60.596359s, time: 0.026016s
Inferrence batch: 2327, total_time: 60.621999s, time: 0.025640s
Inferrence batch: 2328, total_time: 60.647654s, time: 0.025655s
Inferrence batch: 2329, total_time: 60.673322s, time: 0.025668s
Inferrence batch: 2330, total_time: 60.698846s, time: 0.025524s
Inferrence batch: 2331, total_time: 60.724372s, time: 0.025527s
Inferrence batch: 2332, total_time: 60.750667s, time: 0.026295s
Inferrence batch: 2333, total_time: 60.776564s, time: 0.025897s
Inferrence batch: 2334, total_time: 60.802326s, time: 0.025762s
Inferrence batch: 2335, total_time: 60.828158s, time: 0.025832s
Inferrence batch: 2336, total_time: 60.853706s, time: 0.025547s
Inferrence batch: 2337, total_time: 60.879155s, time: 0.025450s
Inferrence batch: 2338, total_time: 60.904685s, time: 0.025530s
Inferrence batch: 2339, total_time: 60.930304s, time: 0.025619s
Inferrence batch: 2340, total_time: 60.956435s, time: 0.026131s
Inferrence batch: 2341, total_time: 60.982431s, time: 0.025996s
Inferrence batch: 2342, total_time: 61.008386s, time: 0.025955s
Inferrence batch: 2343, total_time: 61.034421s, time: 0.026035s
Inferrence batch: 2344, total_time: 61.060796s, time: 0.026375s
Inferrence batch: 2345, total_time: 61.087121s, time: 0.026326s
Inferrence batch: 2346, total_time: 61.113514s, time: 0.026393s
Inferrence batch: 2347, total_time: 61.139365s, time: 0.025851s
Inferrence batch: 2348, total_time: 61.165419s, time: 0.026054s
Inferrence batch: 2349, total_time: 61.191391s, time: 0.025972s
Inferrence batch: 2350, total_time: 61.217539s, time: 0.026148s
Inferrence batch: 2351, total_time: 61.243346s, time: 0.025806s
Inferrence batch: 2352, total_time: 61.269205s, time: 0.025860s
Inferrence batch: 2353, total_time: 61.295063s, time: 0.025858s
Inferrence batch: 2354, total_time: 61.320894s, time: 0.025831s
Inferrence batch: 2355, total_time: 61.347029s, time: 0.026135s
Inferrence batch: 2356, total_time: 61.373081s, time: 0.026052s
Inferrence batch: 2357, total_time: 61.399202s, time: 0.026121s
Inferrence batch: 2358, total_time: 61.425252s, time: 0.026050s
Inferrence batch: 2359, total_time: 61.450904s, time: 0.025652s
Inferrence batch: 2360, total_time: 61.476916s, time: 0.026012s
Inferrence batch: 2361, total_time: 61.502799s, time: 0.025883s
Inferrence batch: 2362, total_time: 61.528251s, time: 0.025452s
Inferrence batch: 2363, total_time: 61.553695s, time: 0.025444s
Inferrence batch: 2364, total_time: 61.579153s, time: 0.025458s
Inferrence batch: 2365, total_time: 61.604636s, time: 0.025483s
Inferrence batch: 2366, total_time: 61.630524s, time: 0.025887s
Inferrence batch: 2367, total_time: 61.656411s, time: 0.025887s
Inferrence batch: 2368, total_time: 61.682336s, time: 0.025925s
Inferrence batch: 2369, total_time: 61.708254s, time: 0.025919s
Inferrence batch: 2370, total_time: 61.734205s, time: 0.025951s
Inferrence batch: 2371, total_time: 61.760180s, time: 0.025975s
Inferrence batch: 2372, total_time: 61.786377s, time: 0.026197s
Inferrence batch: 2373, total_time: 61.812602s, time: 0.026224s
Inferrence batch: 2374, total_time: 61.838864s, time: 0.026263s
Inferrence batch: 2375, total_time: 61.865117s, time: 0.026253s
Inferrence batch: 2376, total_time: 61.891132s, time: 0.026016s
Inferrence batch: 2377, total_time: 61.917120s, time: 0.025988s
Inferrence batch: 2378, total_time: 61.943074s, time: 0.025954s
Inferrence batch: 2379, total_time: 61.968908s, time: 0.025834s
Inferrence batch: 2380, total_time: 61.994777s, time: 0.025869s
Inferrence batch: 2381, total_time: 62.020931s, time: 0.026154s
Inferrence batch: 2382, total_time: 62.046798s, time: 0.025867s
Inferrence batch: 2383, total_time: 62.072708s, time: 0.025909s
Inferrence batch: 2384, total_time: 62.098870s, time: 0.026162s
Inferrence batch: 2385, total_time: 62.124631s, time: 0.025760s
Inferrence batch: 2386, total_time: 62.150526s, time: 0.025895s
Inferrence batch: 2387, total_time: 62.176614s, time: 0.026088s
Inferrence batch: 2388, total_time: 62.202477s, time: 0.025863s
Inferrence batch: 2389, total_time: 62.228486s, time: 0.026008s
Inferrence batch: 2390, total_time: 62.254704s, time: 0.026219s
Inferrence batch: 2391, total_time: 62.280684s, time: 0.025979s
Inferrence batch: 2392, total_time: 62.306716s, time: 0.026033s
Inferrence batch: 2393, total_time: 62.332589s, time: 0.025873s
Inferrence batch: 2394, total_time: 62.357935s, time: 0.025346s
Inferrence batch: 2395, total_time: 62.383784s, time: 0.025849s
Inferrence batch: 2396, total_time: 62.409595s, time: 0.025811s
Inferrence batch: 2397, total_time: 62.434924s, time: 0.025328s
Inferrence batch: 2398, total_time: 62.460690s, time: 0.025767s
Inferrence batch: 2399, total_time: 62.486551s, time: 0.025861s
Inferrence batch: 2400, total_time: 62.512429s, time: 0.025878s
Inferrence batch: 2401, total_time: 62.538330s, time: 0.025900s
Inferrence batch: 2402, total_time: 62.564381s, time: 0.026051s
Inferrence batch: 2403, total_time: 62.590340s, time: 0.025959s
Inferrence batch: 2404, total_time: 62.616216s, time: 0.025876s
Inferrence batch: 2405, total_time: 62.642165s, time: 0.025950s
Inferrence batch: 2406, total_time: 62.668300s, time: 0.026135s
Inferrence batch: 2407, total_time: 62.694120s, time: 0.025820s
Inferrence batch: 2408, total_time: 62.720172s, time: 0.026052s
Inferrence batch: 2409, total_time: 62.746276s, time: 0.026104s
Inferrence batch: 2410, total_time: 62.772293s, time: 0.026017s
Inferrence batch: 2411, total_time: 62.797930s, time: 0.025636s
Inferrence batch: 2412, total_time: 62.823903s, time: 0.025973s
Inferrence batch: 2413, total_time: 62.849797s, time: 0.025894s
Inferrence batch: 2414, total_time: 62.875712s, time: 0.025916s
Inferrence batch: 2415, total_time: 62.901653s, time: 0.025941s
Inferrence batch: 2416, total_time: 62.927593s, time: 0.025939s
Inferrence batch: 2417, total_time: 62.953483s, time: 0.025890s
Inferrence batch: 2418, total_time: 62.979316s, time: 0.025833s
Inferrence batch: 2419, total_time: 63.005134s, time: 0.025818s
Inferrence batch: 2420, total_time: 63.030684s, time: 0.025549s
Inferrence batch: 2421, total_time: 63.056204s, time: 0.025520s
Inferrence batch: 2422, total_time: 63.081669s, time: 0.025465s
Inferrence batch: 2423, total_time: 63.107129s, time: 0.025460s
Inferrence batch: 2424, total_time: 63.132544s, time: 0.025414s
Inferrence batch: 2425, total_time: 63.157938s, time: 0.025395s
Inferrence batch: 2426, total_time: 63.183370s, time: 0.025431s
Inferrence batch: 2427, total_time: 63.208805s, time: 0.025435s
Inferrence batch: 2428, total_time: 63.234252s, time: 0.025447s
Inferrence batch: 2429, total_time: 63.259758s, time: 0.025505s
Inferrence batch: 2430, total_time: 63.285235s, time: 0.025477s
Inferrence batch: 2431, total_time: 63.311064s, time: 0.025830s
Inferrence batch: 2432, total_time: 63.336985s, time: 0.025920s
Inferrence batch: 2433, total_time: 63.362948s, time: 0.025964s
Inferrence batch: 2434, total_time: 63.388777s, time: 0.025829s
Inferrence batch: 2435, total_time: 63.414779s, time: 0.026001s
Inferrence batch: 2436, total_time: 63.441129s, time: 0.026350s
Inferrence batch: 2437, total_time: 63.466687s, time: 0.025558s
Inferrence batch: 2438, total_time: 63.492612s, time: 0.025925s
Inferrence batch: 2439, total_time: 63.518049s, time: 0.025436s
Inferrence batch: 2440, total_time: 63.543836s, time: 0.025787s
Inferrence batch: 2441, total_time: 63.570254s, time: 0.026419s
Inferrence batch: 2442, total_time: 63.596313s, time: 0.026058s
Inferrence batch: 2443, total_time: 63.622845s, time: 0.026533s
Inferrence batch: 2444, total_time: 63.648731s, time: 0.025886s
Inferrence batch: 2445, total_time: 63.674520s, time: 0.025789s
Inferrence batch: 2446, total_time: 63.700394s, time: 0.025874s
Inferrence batch: 2447, total_time: 63.726031s, time: 0.025637s
Inferrence batch: 2448, total_time: 63.751861s, time: 0.025829s
Inferrence batch: 2449, total_time: 63.777348s, time: 0.025488s
Inferrence batch: 2450, total_time: 63.802775s, time: 0.025427s
Inferrence batch: 2451, total_time: 63.828602s, time: 0.025827s
Inferrence batch: 2452, total_time: 63.858325s, time: 0.029723s
Inferrence batch: 2453, total_time: 63.887920s, time: 0.029594s
Inferrence batch: 2454, total_time: 63.917405s, time: 0.029485s
Inferrence batch: 2455, total_time: 63.945090s, time: 0.027685s
Inferrence batch: 2456, total_time: 63.972449s, time: 0.027359s
Inferrence batch: 2457, total_time: 64.002173s, time: 0.029724s
Inferrence batch: 2458, total_time: 64.031847s, time: 0.029674s
Inferrence batch: 2459, total_time: 64.061544s, time: 0.029697s
Inferrence batch: 2460, total_time: 64.091634s, time: 0.030090s
Inferrence batch: 2461, total_time: 64.118081s, time: 0.026447s
Inferrence batch: 2462, total_time: 64.146072s, time: 0.027992s
Inferrence batch: 2463, total_time: 64.175829s, time: 0.029757s
Inferrence batch: 2464, total_time: 64.205531s, time: 0.029702s
Inferrence batch: 2465, total_time: 64.235671s, time: 0.030140s
Inferrence batch: 2466, total_time: 64.265620s, time: 0.029949s
Inferrence batch: 2467, total_time: 64.291680s, time: 0.026060s
Inferrence batch: 2468, total_time: 64.321508s, time: 0.029828s
Inferrence batch: 2469, total_time: 64.351676s, time: 0.030168s
Inferrence batch: 2470, total_time: 64.381807s, time: 0.030131s
Inferrence batch: 2471, total_time: 64.411819s, time: 0.030012s
Inferrence batch: 2472, total_time: 64.438449s, time: 0.026630s
Inferrence batch: 2473, total_time: 64.466814s, time: 0.028364s
Inferrence batch: 2474, total_time: 64.497007s, time: 0.030193s
Inferrence batch: 2475, total_time: 64.526805s, time: 0.029799s
Inferrence batch: 2476, total_time: 64.556770s, time: 0.029965s
Inferrence batch: 2477, total_time: 64.586566s, time: 0.029796s
Inferrence batch: 2478, total_time: 64.612206s, time: 0.025639s
Inferrence batch: 2479, total_time: 64.641683s, time: 0.029477s
Inferrence batch: 2480, total_time: 64.671339s, time: 0.029656s
Inferrence batch: 2481, total_time: 64.700919s, time: 0.029581s
Inferrence batch: 2482, total_time: 64.730578s, time: 0.029659s
Inferrence batch: 2483, total_time: 64.760199s, time: 0.029620s
Inferrence batch: 2484, total_time: 64.785712s, time: 0.025513s
Inferrence batch: 2485, total_time: 64.815243s, time: 0.029531s
Inferrence batch: 2486, total_time: 64.844789s, time: 0.029546s
Inferrence batch: 2487, total_time: 64.874762s, time: 0.029973s
Inferrence batch: 2488, total_time: 64.904909s, time: 0.030147s
Inferrence batch: 2489, total_time: 64.934635s, time: 0.029726s
Inferrence batch: 2490, total_time: 64.960280s, time: 0.025645s
Inferrence batch: 2491, total_time: 64.989923s, time: 0.029643s
Inferrence batch: 2492, total_time: 65.019980s, time: 0.030057s
Inferrence batch: 2493, total_time: 65.050004s, time: 0.030024s
Inferrence batch: 2494, total_time: 65.080084s, time: 0.030080s
Inferrence batch: 2495, total_time: 65.107845s, time: 0.027761s
Inferrence batch: 2496, total_time: 65.135708s, time: 0.027864s
Inferrence batch: 2497, total_time: 65.165681s, time: 0.029973s
Inferrence batch: 2498, total_time: 65.196007s, time: 0.030326s
Inferrence batch: 2499, total_time: 65.225877s, time: 0.029870s
Inferrence batch: 2500, total_time: 65.255767s, time: 0.029890s
Inferrence batch: 2501, total_time: 65.281434s, time: 0.025667s
Inferrence batch: 2502, total_time: 65.311560s, time: 0.030126s
Inferrence batch: 2503, total_time: 65.341773s, time: 0.030213s
Inferrence batch: 2504, total_time: 65.371885s, time: 0.030112s
Inferrence batch: 2505, total_time: 65.401678s, time: 0.029792s
Inferrence batch: 2506, total_time: 65.429735s, time: 0.028057s
Inferrence batch: 2507, total_time: 65.457542s, time: 0.027807s
Inferrence batch: 2508, total_time: 65.487198s, time: 0.029656s
Inferrence batch: 2509, total_time: 65.516810s, time: 0.029612s
Inferrence batch: 2510, total_time: 65.546470s, time: 0.029660s
Inferrence batch: 2511, total_time: 65.576137s, time: 0.029667s
Inferrence batch: 2512, total_time: 65.601965s, time: 0.025828s
Inferrence batch: 2513, total_time: 65.631337s, time: 0.029372s
Inferrence batch: 2514, total_time: 65.661166s, time: 0.029829s
Inferrence batch: 2515, total_time: 65.690792s, time: 0.029626s
Inferrence batch: 2516, total_time: 65.720300s, time: 0.029509s
Inferrence batch: 2517, total_time: 65.750139s, time: 0.029839s
Inferrence batch: 2518, total_time: 65.775780s, time: 0.025641s
Inferrence batch: 2519, total_time: 65.804781s, time: 0.029001s
Inferrence batch: 2520, total_time: 65.834419s, time: 0.029638s
Inferrence batch: 2521, total_time: 65.864070s, time: 0.029651s
Inferrence batch: 2522, total_time: 65.893740s, time: 0.029670s
Inferrence batch: 2523, total_time: 65.923586s, time: 0.029845s
Inferrence batch: 2524, total_time: 65.949340s, time: 0.025754s
Inferrence batch: 2525, total_time: 65.979064s, time: 0.029724s
Inferrence batch: 2526, total_time: 66.008744s, time: 0.029679s
Inferrence batch: 2527, total_time: 66.038431s, time: 0.029687s
Inferrence batch: 2528, total_time: 66.068117s, time: 0.029685s
Inferrence batch: 2529, total_time: 66.096153s, time: 0.028037s
Inferrence batch: 2530, total_time: 66.122785s, time: 0.026631s
Inferrence batch: 2531, total_time: 66.153352s, time: 0.030567s
Inferrence batch: 2532, total_time: 66.183110s, time: 0.029758s
Inferrence batch: 2533, total_time: 66.213292s, time: 0.030182s
Inferrence batch: 2534, total_time: 66.242959s, time: 0.029667s
Inferrence batch: 2535, total_time: 66.268887s, time: 0.025928s
Inferrence batch: 2536, total_time: 66.297231s, time: 0.028344s
Inferrence batch: 2537, total_time: 66.326850s, time: 0.029619s
Inferrence batch: 2538, total_time: 66.356555s, time: 0.029705s
Inferrence batch: 2539, total_time: 66.386084s, time: 0.029529s
Inferrence batch: 2540, total_time: 66.415634s, time: 0.029550s
Inferrence batch: 2541, total_time: 66.441798s, time: 0.026165s
Inferrence batch: 2542, total_time: 66.469245s, time: 0.027446s
Inferrence batch: 2543, total_time: 66.498925s, time: 0.029680s
Inferrence batch: 2544, total_time: 66.528546s, time: 0.029621s
Inferrence batch: 2545, total_time: 66.557884s, time: 0.029338s
Inferrence batch: 2546, total_time: 66.587282s, time: 0.029398s
Inferrence batch: 2547, total_time: 66.614885s, time: 0.027603s
Inferrence batch: 2548, total_time: 66.640928s, time: 0.026043s
Inferrence batch: 2549, total_time: 66.670478s, time: 0.029551s
Inferrence batch: 2550, total_time: 66.700103s, time: 0.029624s
Inferrence batch: 2551, total_time: 66.729799s, time: 0.029696s
Inferrence batch: 2552, total_time: 66.759464s, time: 0.029665s
Inferrence batch: 2553, total_time: 66.787238s, time: 0.027774s
Inferrence batch: 2554, total_time: 66.812811s, time: 0.025574s
Inferrence batch: 2555, total_time: 66.842384s, time: 0.029572s
Inferrence batch: 2556, total_time: 66.872331s, time: 0.029947s
Inferrence batch: 2557, total_time: 66.897890s, time: 0.025559s
Inferrence batch: 2558, total_time: 66.923337s, time: 0.025447s
Inferrence batch: 2559, total_time: 66.948613s, time: 0.025276s
Inferrence batch: 2560, total_time: 66.974258s, time: 0.025645s
Inferrence batch: 2561, total_time: 66.999626s, time: 0.025367s
Inferrence batch: 2562, total_time: 67.025096s, time: 0.025470s
Inferrence batch: 2563, total_time: 67.050378s, time: 0.025282s
Inferrence batch: 2564, total_time: 67.075787s, time: 0.025409s
Inferrence batch: 2565, total_time: 67.101540s, time: 0.025753s
Inferrence batch: 2566, total_time: 67.128036s, time: 0.026496s
Inferrence batch: 2567, total_time: 67.157423s, time: 0.029387s
Inferrence batch: 2568, total_time: 67.187425s, time: 0.030002s
Inferrence batch: 2569, total_time: 67.217249s, time: 0.029824s
Inferrence batch: 2570, total_time: 67.247049s, time: 0.029800s
Inferrence batch: 2571, total_time: 67.275215s, time: 0.028166s
Inferrence batch: 2572, total_time: 67.301034s, time: 0.025819s
Inferrence batch: 2573, total_time: 67.330797s, time: 0.029763s
Inferrence batch: 2574, total_time: 67.360254s, time: 0.029457s
Inferrence batch: 2575, total_time: 67.390011s, time: 0.029757s
Inferrence batch: 2576, total_time: 67.419415s, time: 0.029404s
Inferrence batch: 2577, total_time: 67.446249s, time: 0.026834s
Inferrence batch: 2578, total_time: 67.474339s, time: 0.028090s
Inferrence batch: 2579, total_time: 67.504638s, time: 0.030300s
Inferrence batch: 2580, total_time: 67.534465s, time: 0.029827s
Inferrence batch: 2581, total_time: 67.565425s, time: 0.030960s
Inferrence batch: 2582, total_time: 67.595946s, time: 0.030521s
Inferrence batch: 2583, total_time: 67.626076s, time: 0.030129s
Inferrence batch: 2584, total_time: 67.655576s, time: 0.029501s
Inferrence batch: 2585, total_time: 67.684067s, time: 0.028491s
Inferrence batch: 2586, total_time: 67.710675s, time: 0.026608s
Inferrence batch: 2587, total_time: 67.736325s, time: 0.025649s
Inferrence batch: 2588, total_time: 67.761773s, time: 0.025449s
Inferrence batch: 2589, total_time: 67.789097s, time: 0.027324s
Inferrence batch: 2590, total_time: 67.817815s, time: 0.028718s
Inferrence batch: 2591, total_time: 67.847404s, time: 0.029589s
Inferrence batch: 2592, total_time: 67.877017s, time: 0.029613s
Inferrence batch: 2593, total_time: 67.906490s, time: 0.029473s
Inferrence batch: 2594, total_time: 67.936052s, time: 0.029562s
Inferrence batch: 2595, total_time: 67.965622s, time: 0.029570s
Inferrence batch: 2596, total_time: 67.995228s, time: 0.029606s
Inferrence batch: 2597, total_time: 68.024920s, time: 0.029692s
Inferrence batch: 2598, total_time: 68.055013s, time: 0.030093s
Inferrence batch: 2599, total_time: 68.081830s, time: 0.026817s
Inferrence batch: 2600, total_time: 68.107777s, time: 0.025947s
Inferrence batch: 2601, total_time: 68.133930s, time: 0.026153s
Inferrence batch: 2602, total_time: 68.162266s, time: 0.028336s
Inferrence batch: 2603, total_time: 68.192286s, time: 0.030020s
Inferrence batch: 2604, total_time: 68.222325s, time: 0.030038s
Inferrence batch: 2605, total_time: 68.251909s, time: 0.029585s
Inferrence batch: 2606, total_time: 68.281628s, time: 0.029719s
Inferrence batch: 2607, total_time: 68.311898s, time: 0.030269s
Inferrence batch: 2608, total_time: 68.342081s, time: 0.030183s
Inferrence batch: 2609, total_time: 68.372192s, time: 0.030112s
Inferrence batch: 2610, total_time: 68.398757s, time: 0.026564s
Inferrence batch: 2611, total_time: 68.424862s, time: 0.026106s
Inferrence batch: 2612, total_time: 68.450888s, time: 0.026026s
Inferrence batch: 2613, total_time: 68.479112s, time: 0.028224s
Inferrence batch: 2614, total_time: 68.509400s, time: 0.030288s
Inferrence batch: 2615, total_time: 68.539502s, time: 0.030102s
Inferrence batch: 2616, total_time: 68.569589s, time: 0.030088s
Inferrence batch: 2617, total_time: 68.599618s, time: 0.030029s
Inferrence batch: 2618, total_time: 68.629203s, time: 0.029585s
Inferrence batch: 2619, total_time: 68.658629s, time: 0.029427s
Inferrence batch: 2620, total_time: 68.688169s, time: 0.029539s
Inferrence batch: 2621, total_time: 68.717865s, time: 0.029696s
Inferrence batch: 2622, total_time: 68.744949s, time: 0.027084s
Inferrence batch: 2623, total_time: 68.770588s, time: 0.025639s
Inferrence batch: 2624, total_time: 68.796191s, time: 0.025603s
Inferrence batch: 2625, total_time: 68.822170s, time: 0.025979s
Inferrence batch: 2626, total_time: 68.850799s, time: 0.028630s
Inferrence batch: 2627, total_time: 68.880424s, time: 0.029625s
Inferrence batch: 2628, total_time: 68.910425s, time: 0.030001s
Inferrence batch: 2629, total_time: 68.940217s, time: 0.029792s
Inferrence batch: 2630, total_time: 68.970528s, time: 0.030310s
Inferrence batch: 2631, total_time: 69.000822s, time: 0.030295s
Inferrence batch: 2632, total_time: 69.031170s, time: 0.030348s
Inferrence batch: 2633, total_time: 69.061562s, time: 0.030392s
Inferrence batch: 2634, total_time: 69.088079s, time: 0.026517s
Inferrence batch: 2635, total_time: 69.113867s, time: 0.025788s
Inferrence batch: 2636, total_time: 69.140545s, time: 0.026678s
Inferrence batch: 2637, total_time: 69.170650s, time: 0.030105s
Inferrence batch: 2638, total_time: 69.200863s, time: 0.030213s
Inferrence batch: 2639, total_time: 69.231186s, time: 0.030323s
Inferrence batch: 2640, total_time: 69.261364s, time: 0.030178s
Inferrence batch: 2641, total_time: 69.291465s, time: 0.030101s
Inferrence batch: 2642, total_time: 69.322214s, time: 0.030749s
Inferrence batch: 2643, total_time: 69.352119s, time: 0.029905s
Inferrence batch: 2644, total_time: 69.382261s, time: 0.030142s
Inferrence batch: 2645, total_time: 69.409767s, time: 0.027506s
Inferrence batch: 2646, total_time: 69.435609s, time: 0.025842s
Inferrence batch: 2647, total_time: 69.465285s, time: 0.029675s
Inferrence batch: 2648, total_time: 69.494866s, time: 0.029581s
Inferrence batch: 2649, total_time: 69.524397s, time: 0.029531s
Inferrence batch: 2650, total_time: 69.553886s, time: 0.029489s
Inferrence batch: 2651, total_time: 69.583625s, time: 0.029738s
