Inferrence batch: 0, total_time: 0.031480s, time: 0.031480s
Inferrence batch: 789, total_time: 21.339171s, time: 0.025217s
Inferrence batch: 790, total_time: 21.365134s, time: 0.025963s
Inferrence batch: 791, total_time: 21.390279s, time: 0.025146s
Inferrence batch: 792, total_time: 21.416147s, time: 0.025868s
Inferrence batch: 793, total_time: 21.441302s, time: 0.025155s
Inferrence batch: 794, total_time: 21.467245s, time: 0.025943s
Inferrence batch: 795, total_time: 21.492420s, time: 0.025175s
Inferrence batch: 796, total_time: 21.517882s, time: 0.025463s
Inferrence batch: 797, total_time: 21.543017s, time: 0.025134s
Inferrence batch: 798, total_time: 21.568404s, time: 0.025387s
Inferrence batch: 799, total_time: 21.593179s, time: 0.024776s
Inferrence batch: 800, total_time: 21.618907s, time: 0.025728s
Inferrence batch: 801, total_time: 21.643948s, time: 0.025041s
Inferrence batch: 802, total_time: 21.669809s, time: 0.025861s
Inferrence batch: 803, total_time: 21.695117s, time: 0.025308s
Inferrence batch: 804, total_time: 21.721127s, time: 0.026011s
Inferrence batch: 805, total_time: 21.746412s, time: 0.025285s
Inferrence batch: 806, total_time: 21.772420s, time: 0.026008s
Inferrence batch: 807, total_time: 21.797850s, time: 0.025429s
Inferrence batch: 808, total_time: 21.823798s, time: 0.025949s
Inferrence batch: 809, total_time: 21.849216s, time: 0.025418s
Inferrence batch: 810, total_time: 21.875231s, time: 0.026015s
Inferrence batch: 811, total_time: 21.900755s, time: 0.025524s
Inferrence batch: 812, total_time: 21.926807s, time: 0.026053s
Inferrence batch: 813, total_time: 21.952377s, time: 0.025569s
Inferrence batch: 814, total_time: 21.978881s, time: 0.026504s
Inferrence batch: 815, total_time: 22.004641s, time: 0.025759s
Inferrence batch: 816, total_time: 22.030959s, time: 0.026318s
Inferrence batch: 817, total_time: 22.056529s, time: 0.025570s
Inferrence batch: 818, total_time: 22.082777s, time: 0.026248s
Inferrence batch: 819, total_time: 22.108178s, time: 0.025401s
Inferrence batch: 820, total_time: 22.134287s, time: 0.026109s
Inferrence batch: 821, total_time: 22.159688s, time: 0.025401s
Inferrence batch: 822, total_time: 22.185995s, time: 0.026307s
Inferrence batch: 823, total_time: 22.211148s, time: 0.025153s
Inferrence batch: 824, total_time: 22.236977s, time: 0.025829s
Inferrence batch: 825, total_time: 22.262213s, time: 0.025236s
Inferrence batch: 826, total_time: 22.287992s, time: 0.025779s
Inferrence batch: 827, total_time: 22.312998s, time: 0.025007s
Inferrence batch: 828, total_time: 22.338421s, time: 0.025423s
Inferrence batch: 829, total_time: 22.363416s, time: 0.024995s
Inferrence batch: 830, total_time: 22.389161s, time: 0.025745s
Inferrence batch: 831, total_time: 22.414252s, time: 0.025090s
Inferrence batch: 832, total_time: 22.440031s, time: 0.025780s
Inferrence batch: 833, total_time: 22.465161s, time: 0.025130s
Inferrence batch: 834, total_time: 22.491154s, time: 0.025993s
Inferrence batch: 835, total_time: 22.516427s, time: 0.025272s
Inferrence batch: 836, total_time: 22.542556s, time: 0.026129s
Inferrence batch: 837, total_time: 22.567929s, time: 0.025373s
Inferrence batch: 838, total_time: 22.594033s, time: 0.026104s
Inferrence batch: 839, total_time: 22.619635s, time: 0.025602s
Inferrence batch: 840, total_time: 22.646166s, time: 0.026531s
Inferrence batch: 841, total_time: 22.672007s, time: 0.025841s
Inferrence batch: 842, total_time: 22.698845s, time: 0.026837s
Inferrence batch: 843, total_time: 22.724946s, time: 0.026101s
Inferrence batch: 844, total_time: 22.751150s, time: 0.026205s
Inferrence batch: 845, total_time: 22.776859s, time: 0.025708s
Inferrence batch: 846, total_time: 22.803152s, time: 0.026293s
Inferrence batch: 847, total_time: 22.828725s, time: 0.025573s
Inferrence batch: 848, total_time: 22.854837s, time: 0.026112s
Inferrence batch: 849, total_time: 22.880241s, time: 0.025404s
Inferrence batch: 850, total_time: 22.906285s, time: 0.026043s
Inferrence batch: 851, total_time: 22.931563s, time: 0.025278s
Inferrence batch: 852, total_time: 22.957548s, time: 0.025985s
Inferrence batch: 853, total_time: 22.982592s, time: 0.025044s
Inferrence batch: 854, total_time: 23.008396s, time: 0.025805s
Inferrence batch: 855, total_time: 23.033669s, time: 0.025272s
Inferrence batch: 856, total_time: 23.059386s, time: 0.025717s
Inferrence batch: 857, total_time: 23.084533s, time: 0.025147s
Inferrence batch: 858, total_time: 23.110314s, time: 0.025781s
Inferrence batch: 859, total_time: 23.135201s, time: 0.024887s
Inferrence batch: 860, total_time: 23.161059s, time: 0.025857s
Inferrence batch: 861, total_time: 23.186290s, time: 0.025232s
Inferrence batch: 862, total_time: 23.212131s, time: 0.025841s
Inferrence batch: 863, total_time: 23.237203s, time: 0.025072s
Inferrence batch: 864, total_time: 23.262945s, time: 0.025742s
Inferrence batch: 865, total_time: 23.288174s, time: 0.025229s
Inferrence batch: 866, total_time: 23.314054s, time: 0.025881s
Inferrence batch: 867, total_time: 23.339293s, time: 0.025238s
Inferrence batch: 868, total_time: 23.365196s, time: 0.025904s
Inferrence batch: 869, total_time: 23.390558s, time: 0.025362s
Inferrence batch: 870, total_time: 23.416605s, time: 0.026047s
Inferrence batch: 871, total_time: 23.442137s, time: 0.025532s
Inferrence batch: 872, total_time: 23.468264s, time: 0.026127s
Inferrence batch: 873, total_time: 23.493600s, time: 0.025336s
Inferrence batch: 874, total_time: 23.519566s, time: 0.025966s
Inferrence batch: 875, total_time: 23.544793s, time: 0.025227s
Inferrence batch: 876, total_time: 23.570826s, time: 0.026033s
Inferrence batch: 877, total_time: 23.596143s, time: 0.025317s
Inferrence batch: 878, total_time: 23.622088s, time: 0.025946s
Inferrence batch: 879, total_time: 23.647304s, time: 0.025215s
Inferrence batch: 880, total_time: 23.673370s, time: 0.026067s
Inferrence batch: 881, total_time: 23.698692s, time: 0.025322s
Inferrence batch: 882, total_time: 23.724437s, time: 0.025745s
Inferrence batch: 883, total_time: 23.749501s, time: 0.025064s
Inferrence batch: 884, total_time: 23.775164s, time: 0.025663s
Inferrence batch: 885, total_time: 23.800085s, time: 0.024920s
Inferrence batch: 886, total_time: 23.825772s, time: 0.025687s
Inferrence batch: 887, total_time: 23.850271s, time: 0.024499s
Inferrence batch: 888, total_time: 23.875918s, time: 0.025646s
Inferrence batch: 889, total_time: 23.900358s, time: 0.024441s
Inferrence batch: 890, total_time: 23.925900s, time: 0.025542s
Inferrence batch: 891, total_time: 23.950770s, time: 0.024870s
Inferrence batch: 892, total_time: 23.976495s, time: 0.025725s
Inferrence batch: 893, total_time: 24.001551s, time: 0.025056s
Inferrence batch: 894, total_time: 24.027225s, time: 0.025674s
Inferrence batch: 895, total_time: 24.055861s, time: 0.028636s
Inferrence batch: 896, total_time: 24.083865s, time: 0.028004s
Inferrence batch: 897, total_time: 24.109238s, time: 0.025373s
Inferrence batch: 898, total_time: 24.134715s, time: 0.025478s
Inferrence batch: 899, total_time: 24.159724s, time: 0.025009s
Inferrence batch: 900, total_time: 24.185310s, time: 0.025585s
Inferrence batch: 901, total_time: 24.210146s, time: 0.024836s
Inferrence batch: 902, total_time: 24.235616s, time: 0.025470s
Inferrence batch: 903, total_time: 24.260345s, time: 0.024728s
Inferrence batch: 904, total_time: 24.285768s, time: 0.025424s
Inferrence batch: 905, total_time: 24.310569s, time: 0.024801s
Inferrence batch: 906, total_time: 24.336060s, time: 0.025491s
Inferrence batch: 907, total_time: 24.360841s, time: 0.024781s
Inferrence batch: 908, total_time: 24.386359s, time: 0.025518s
Inferrence batch: 909, total_time: 24.411058s, time: 0.024699s
Inferrence batch: 910, total_time: 24.436461s, time: 0.025403s
Inferrence batch: 911, total_time: 24.470492s, time: 0.034030s
Inferrence batch: 912, total_time: 24.495955s, time: 0.025463s
Inferrence batch: 913, total_time: 24.521983s, time: 0.026028s
Inferrence batch: 914, total_time: 24.547365s, time: 0.025382s
Inferrence batch: 915, total_time: 24.571893s, time: 0.024528s
Inferrence batch: 916, total_time: 24.596817s, time: 0.024925s
Inferrence batch: 917, total_time: 24.621306s, time: 0.024489s
Inferrence batch: 918, total_time: 24.646261s, time: 0.024956s
Inferrence batch: 919, total_time: 24.670439s, time: 0.024177s
Inferrence batch: 920, total_time: 24.695282s, time: 0.024843s
Inferrence batch: 921, total_time: 24.719729s, time: 0.024446s
Inferrence batch: 922, total_time: 24.744927s, time: 0.025198s
Inferrence batch: 923, total_time: 24.769432s, time: 0.024505s
Inferrence batch: 924, total_time: 24.794682s, time: 0.025250s
Inferrence batch: 925, total_time: 24.819351s, time: 0.024669s
Inferrence batch: 926, total_time: 24.844965s, time: 0.025614s
Inferrence batch: 927, total_time: 24.869587s, time: 0.024622s
Inferrence batch: 928, total_time: 24.895014s, time: 0.025427s
Inferrence batch: 929, total_time: 24.919767s, time: 0.024753s
Inferrence batch: 930, total_time: 24.945877s, time: 0.026110s
Inferrence batch: 931, total_time: 24.970833s, time: 0.024955s
Inferrence batch: 932, total_time: 24.996509s, time: 0.025677s
Inferrence batch: 933, total_time: 25.021263s, time: 0.024754s
Inferrence batch: 934, total_time: 25.047113s, time: 0.025850s
Inferrence batch: 935, total_time: 25.072164s, time: 0.025050s
Inferrence batch: 936, total_time: 25.098011s, time: 0.025848s
Inferrence batch: 937, total_time: 25.123018s, time: 0.025006s
Inferrence batch: 938, total_time: 25.148652s, time: 0.025634s
Inferrence batch: 939, total_time: 25.173568s, time: 0.024917s
Inferrence batch: 940, total_time: 25.199076s, time: 0.025507s
Inferrence batch: 941, total_time: 25.223779s, time: 0.024704s
Inferrence batch: 942, total_time: 25.249169s, time: 0.025389s
Inferrence batch: 943, total_time: 25.273705s, time: 0.024536s
Inferrence batch: 944, total_time: 25.299002s, time: 0.025296s
Inferrence batch: 945, total_time: 25.323519s, time: 0.024517s
Inferrence batch: 946, total_time: 25.349118s, time: 0.025599s
Inferrence batch: 947, total_time: 25.373354s, time: 0.024237s
Inferrence batch: 948, total_time: 25.398271s, time: 0.024917s
Inferrence batch: 949, total_time: 25.422372s, time: 0.024101s
Inferrence batch: 950, total_time: 25.447189s, time: 0.024817s
Inferrence batch: 951, total_time: 25.471425s, time: 0.024235s
Inferrence batch: 952, total_time: 25.496714s, time: 0.025290s
Inferrence batch: 953, total_time: 25.521204s, time: 0.024490s
Inferrence batch: 954, total_time: 25.546431s, time: 0.025227s
Inferrence batch: 955, total_time: 25.571115s, time: 0.024683s
Inferrence batch: 956, total_time: 25.596582s, time: 0.025467s
Inferrence batch: 957, total_time: 25.621412s, time: 0.024830s
Inferrence batch: 958, total_time: 25.647046s, time: 0.025635s
Inferrence batch: 959, total_time: 25.672059s, time: 0.025012s
Inferrence batch: 960, total_time: 25.697829s, time: 0.025770s
Inferrence batch: 961, total_time: 25.722978s, time: 0.025149s
Inferrence batch: 962, total_time: 25.748646s, time: 0.025668s
Inferrence batch: 963, total_time: 25.773980s, time: 0.025334s
Inferrence batch: 964, total_time: 25.799946s, time: 0.025966s
Inferrence batch: 965, total_time: 25.825295s, time: 0.025349s
Inferrence batch: 966, total_time: 25.851132s, time: 0.025837s
Inferrence batch: 967, total_time: 25.876174s, time: 0.025042s
Inferrence batch: 968, total_time: 25.901833s, time: 0.025659s
Inferrence batch: 969, total_time: 25.926658s, time: 0.024825s
Inferrence batch: 970, total_time: 25.952239s, time: 0.025582s
Inferrence batch: 971, total_time: 25.976961s, time: 0.024722s
Inferrence batch: 972, total_time: 26.002249s, time: 0.025288s
Inferrence batch: 973, total_time: 26.026833s, time: 0.024583s
Inferrence batch: 974, total_time: 26.052017s, time: 0.025185s
Inferrence batch: 975, total_time: 26.076558s, time: 0.024540s
Inferrence batch: 976, total_time: 26.101407s, time: 0.024849s
Inferrence batch: 977, total_time: 26.125647s, time: 0.024240s
Inferrence batch: 978, total_time: 26.150436s, time: 0.024789s
Inferrence batch: 979, total_time: 26.174752s, time: 0.024316s
Inferrence batch: 980, total_time: 26.199559s, time: 0.024807s
Inferrence batch: 981, total_time: 26.224045s, time: 0.024486s
Inferrence batch: 982, total_time: 26.249319s, time: 0.025274s
Inferrence batch: 983, total_time: 26.273393s, time: 0.024074s
Inferrence batch: 984, total_time: 26.298672s, time: 0.025279s
Inferrence batch: 985, total_time: 26.324040s, time: 0.025367s
Inferrence batch: 986, total_time: 26.349478s, time: 0.025439s
Inferrence batch: 987, total_time: 26.374133s, time: 0.024655s
Inferrence batch: 988, total_time: 26.399653s, time: 0.025520s
Inferrence batch: 989, total_time: 26.424464s, time: 0.024810s
Inferrence batch: 990, total_time: 26.450099s, time: 0.025635s
Inferrence batch: 991, total_time: 26.475062s, time: 0.024963s
Inferrence batch: 992, total_time: 26.500491s, time: 0.025429s
Inferrence batch: 993, total_time: 26.525429s, time: 0.024938s
Inferrence batch: 994, total_time: 26.550968s, time: 0.025539s
Inferrence batch: 995, total_time: 26.575671s, time: 0.024703s
Inferrence batch: 996, total_time: 26.600863s, time: 0.025192s
Inferrence batch: 997, total_time: 26.625366s, time: 0.024502s
Inferrence batch: 998, total_time: 26.650892s, time: 0.025526s
Inferrence batch: 999, total_time: 26.675543s, time: 0.024651s
Inferrence batch: 1000, total_time: 26.700898s, time: 0.025355s
Inferrence batch: 1001, total_time: 26.725358s, time: 0.024459s
Inferrence batch: 1002, total_time: 26.750653s, time: 0.025295s
Inferrence batch: 1003, total_time: 26.775146s, time: 0.024493s
Inferrence batch: 1004, total_time: 26.799906s, time: 0.024761s
Inferrence batch: 1005, total_time: 26.823978s, time: 0.024072s
Inferrence batch: 1006, total_time: 26.848736s, time: 0.024758s
Inferrence batch: 1007, total_time: 26.872898s, time: 0.024161s
Inferrence batch: 1008, total_time: 26.897667s, time: 0.024770s
Inferrence batch: 1009, total_time: 26.921639s, time: 0.023972s
Inferrence batch: 1010, total_time: 26.946392s, time: 0.024752s
Inferrence batch: 1011, total_time: 26.970366s, time: 0.023975s
Inferrence batch: 1012, total_time: 26.995147s, time: 0.024781s
Inferrence batch: 1013, total_time: 27.019401s, time: 0.024254s
Inferrence batch: 1014, total_time: 27.044657s, time: 0.025256s
Inferrence batch: 1015, total_time: 27.068762s, time: 0.024105s
Inferrence batch: 1016, total_time: 27.094291s, time: 0.025529s
Inferrence batch: 1017, total_time: 27.118972s, time: 0.024681s
Inferrence batch: 1018, total_time: 27.143969s, time: 0.024997s
Inferrence batch: 1019, total_time: 27.168815s, time: 0.024846s
Inferrence batch: 1020, total_time: 27.194453s, time: 0.025638s
Inferrence batch: 1021, total_time: 27.219527s, time: 0.025075s
Inferrence batch: 1022, total_time: 27.245110s, time: 0.025582s
Inferrence batch: 1023, total_time: 27.269678s, time: 0.024568s
Inferrence batch: 1024, total_time: 27.295126s, time: 0.025449s
Inferrence batch: 1025, total_time: 27.319224s, time: 0.024098s
Inferrence batch: 1026, total_time: 27.344511s, time: 0.025287s
Inferrence batch: 1027, total_time: 27.368948s, time: 0.024436s
Inferrence batch: 1028, total_time: 27.394178s, time: 0.025230s
Inferrence batch: 1029, total_time: 27.418615s, time: 0.024437s
Inferrence batch: 1030, total_time: 27.443907s, time: 0.025292s
Inferrence batch: 1031, total_time: 27.468514s, time: 0.024607s
Inferrence batch: 1032, total_time: 27.493814s, time: 0.025300s
Inferrence batch: 1033, total_time: 27.518269s, time: 0.024455s
Inferrence batch: 1034, total_time: 27.543522s, time: 0.025254s
Inferrence batch: 1035, total_time: 27.567901s, time: 0.024379s
Inferrence batch: 1036, total_time: 27.593094s, time: 0.025193s
Inferrence batch: 1037, total_time: 27.617484s, time: 0.024390s
Inferrence batch: 1038, total_time: 27.642737s, time: 0.025252s
Inferrence batch: 1039, total_time: 27.667038s, time: 0.024301s
Inferrence batch: 1040, total_time: 27.692111s, time: 0.025074s
Inferrence batch: 1041, total_time: 27.716574s, time: 0.024463s
Inferrence batch: 1042, total_time: 27.741786s, time: 0.025212s
Inferrence batch: 1043, total_time: 27.766310s, time: 0.024523s
Inferrence batch: 1044, total_time: 27.791584s, time: 0.025274s
Inferrence batch: 1045, total_time: 27.816269s, time: 0.024685s
Inferrence batch: 1046, total_time: 27.841641s, time: 0.025372s
Inferrence batch: 1047, total_time: 27.866181s, time: 0.024540s
Inferrence batch: 1048, total_time: 27.891475s, time: 0.025295s
Inferrence batch: 1049, total_time: 27.916106s, time: 0.024631s
Inferrence batch: 1050, total_time: 27.941503s, time: 0.025397s
Inferrence batch: 1051, total_time: 27.966021s, time: 0.024517s
Inferrence batch: 1052, total_time: 27.991381s, time: 0.025360s
Inferrence batch: 1053, total_time: 28.015807s, time: 0.024426s
Inferrence batch: 1054, total_time: 28.041156s, time: 0.025349s
Inferrence batch: 1055, total_time: 28.065762s, time: 0.024606s
Inferrence batch: 1056, total_time: 28.091054s, time: 0.025292s
Inferrence batch: 1057, total_time: 28.115626s, time: 0.024572s
Inferrence batch: 1058, total_time: 28.140962s, time: 0.025336s
Inferrence batch: 1059, total_time: 28.165783s, time: 0.024821s
Inferrence batch: 1060, total_time: 28.191223s, time: 0.025440s
Inferrence batch: 1061, total_time: 28.215879s, time: 0.024656s
Inferrence batch: 1062, total_time: 28.241302s, time: 0.025423s
Inferrence batch: 1063, total_time: 28.266047s, time: 0.024744s
Inferrence batch: 1064, total_time: 28.291403s, time: 0.025357s
Inferrence batch: 1065, total_time: 28.316133s, time: 0.024730s
Inferrence batch: 1066, total_time: 28.341486s, time: 0.025353s
Inferrence batch: 1067, total_time: 28.366130s, time: 0.024643s
Inferrence batch: 1068, total_time: 28.391572s, time: 0.025442s
Inferrence batch: 1069, total_time: 28.416282s, time: 0.024711s
Inferrence batch: 1070, total_time: 28.441743s, time: 0.025460s
Inferrence batch: 1071, total_time: 28.466527s, time: 0.024784s
Inferrence batch: 1072, total_time: 28.492228s, time: 0.025701s
Inferrence batch: 1073, total_time: 28.516986s, time: 0.024758s
Inferrence batch: 1074, total_time: 28.542532s, time: 0.025545s
Inferrence batch: 1075, total_time: 28.567396s, time: 0.024864s
Inferrence batch: 1076, total_time: 28.592963s, time: 0.025568s
Inferrence batch: 1077, total_time: 28.617835s, time: 0.024872s
Inferrence batch: 1078, total_time: 28.643440s, time: 0.025605s
Inferrence batch: 1079, total_time: 28.667989s, time: 0.024548s
Inferrence batch: 1080, total_time: 28.693382s, time: 0.025393s
Inferrence batch: 1081, total_time: 28.717997s, time: 0.024615s
Inferrence batch: 1082, total_time: 28.743271s, time: 0.025275s
Inferrence batch: 1083, total_time: 28.767945s, time: 0.024674s
Inferrence batch: 1084, total_time: 28.793331s, time: 0.025387s
Inferrence batch: 1085, total_time: 28.817921s, time: 0.024590s
Inferrence batch: 1086, total_time: 28.843277s, time: 0.025356s
Inferrence batch: 1087, total_time: 28.867879s, time: 0.024602s
Inferrence batch: 1088, total_time: 28.893240s, time: 0.025361s
Inferrence batch: 1089, total_time: 28.917994s, time: 0.024755s
Inferrence batch: 1090, total_time: 28.943442s, time: 0.025448s
Inferrence batch: 1091, total_time: 28.968426s, time: 0.024984s
Inferrence batch: 1092, total_time: 28.993878s, time: 0.025452s
Inferrence batch: 1093, total_time: 29.018647s, time: 0.024769s
Inferrence batch: 1094, total_time: 29.044107s, time: 0.025460s
Inferrence batch: 1095, total_time: 29.068987s, time: 0.024879s
Inferrence batch: 1096, total_time: 29.094575s, time: 0.025589s
Inferrence batch: 1097, total_time: 29.119586s, time: 0.025011s
Inferrence batch: 1098, total_time: 29.145272s, time: 0.025686s
Inferrence batch: 1099, total_time: 29.170306s, time: 0.025034s
Inferrence batch: 1100, total_time: 29.195924s, time: 0.025618s
Inferrence batch: 1101, total_time: 29.220776s, time: 0.024852s
Inferrence batch: 1102, total_time: 29.246453s, time: 0.025677s
Inferrence batch: 1103, total_time: 29.271257s, time: 0.024804s
Inferrence batch: 1104, total_time: 29.296766s, time: 0.025509s
Inferrence batch: 1105, total_time: 29.321625s, time: 0.024859s
Inferrence batch: 1106, total_time: 29.347245s, time: 0.025619s
Inferrence batch: 1107, total_time: 29.372094s, time: 0.024849s
Inferrence batch: 1108, total_time: 29.397642s, time: 0.025548s
Inferrence batch: 1109, total_time: 29.422503s, time: 0.024861s
Inferrence batch: 1110, total_time: 29.451067s, time: 0.028564s
Inferrence batch: 1111, total_time: 29.475818s, time: 0.024752s
Inferrence batch: 1112, total_time: 29.501215s, time: 0.025397s
Inferrence batch: 1113, total_time: 29.526094s, time: 0.024879s
Inferrence batch: 1114, total_time: 29.551440s, time: 0.025346s
Inferrence batch: 1115, total_time: 29.576298s, time: 0.024857s
Inferrence batch: 1116, total_time: 29.601734s, time: 0.025437s
Inferrence batch: 1117, total_time: 29.626678s, time: 0.024944s
Inferrence batch: 1118, total_time: 29.652230s, time: 0.025552s
Inferrence batch: 1119, total_time: 29.677247s, time: 0.025017s
Inferrence batch: 1120, total_time: 29.702833s, time: 0.025586s
Inferrence batch: 1121, total_time: 29.727813s, time: 0.024980s
Inferrence batch: 1122, total_time: 29.753401s, time: 0.025588s
Inferrence batch: 1123, total_time: 29.778450s, time: 0.025049s
Inferrence batch: 1124, total_time: 29.803998s, time: 0.025548s
Inferrence batch: 1125, total_time: 29.829006s, time: 0.025008s
Inferrence batch: 1126, total_time: 29.854575s, time: 0.025569s
Inferrence batch: 1127, total_time: 29.881770s, time: 0.027194s
Inferrence batch: 1128, total_time: 29.907446s, time: 0.025676s
Inferrence batch: 1129, total_time: 29.932597s, time: 0.025150s
Inferrence batch: 1130, total_time: 29.958426s, time: 0.025829s
Inferrence batch: 1131, total_time: 29.983599s, time: 0.025173s
Inferrence batch: 1132, total_time: 30.009302s, time: 0.025704s
Inferrence batch: 1133, total_time: 30.034926s, time: 0.025624s
Inferrence batch: 1134, total_time: 30.060663s, time: 0.025738s
Inferrence batch: 1135, total_time: 30.086202s, time: 0.025539s
Inferrence batch: 1136, total_time: 30.111736s, time: 0.025533s
Inferrence batch: 1137, total_time: 30.137378s, time: 0.025643s
Inferrence batch: 1138, total_time: 30.162918s, time: 0.025540s
Inferrence batch: 1139, total_time: 30.188427s, time: 0.025509s
Inferrence batch: 1140, total_time: 30.213937s, time: 0.025510s
Inferrence batch: 1141, total_time: 30.239380s, time: 0.025443s
Inferrence batch: 1142, total_time: 30.264807s, time: 0.025427s
Inferrence batch: 1143, total_time: 30.289825s, time: 0.025019s
Inferrence batch: 1144, total_time: 30.315274s, time: 0.025448s
Inferrence batch: 1145, total_time: 30.340070s, time: 0.024796s
Inferrence batch: 1146, total_time: 30.365480s, time: 0.025410s
Inferrence batch: 1147, total_time: 30.391407s, time: 0.025927s
Inferrence batch: 1148, total_time: 30.417185s, time: 0.025779s
Inferrence batch: 1149, total_time: 30.442836s, time: 0.025651s
Inferrence batch: 1150, total_time: 30.468605s, time: 0.025769s
Inferrence batch: 1151, total_time: 30.494591s, time: 0.025986s
Inferrence batch: 1152, total_time: 30.520669s, time: 0.026078s
Inferrence batch: 1153, total_time: 30.546456s, time: 0.025786s
Inferrence batch: 1154, total_time: 30.572281s, time: 0.025826s
Inferrence batch: 1155, total_time: 30.598016s, time: 0.025734s
Inferrence batch: 1156, total_time: 30.623546s, time: 0.025531s
Inferrence batch: 1157, total_time: 30.648715s, time: 0.025169s
Inferrence batch: 1158, total_time: 30.674326s, time: 0.025610s
Inferrence batch: 1159, total_time: 30.699574s, time: 0.025248s
Inferrence batch: 1160, total_time: 30.725060s, time: 0.025487s
Inferrence batch: 1161, total_time: 30.750197s, time: 0.025137s
Inferrence batch: 1162, total_time: 30.775788s, time: 0.025591s
Inferrence batch: 1163, total_time: 30.800927s, time: 0.025139s
Inferrence batch: 1164, total_time: 30.826516s, time: 0.025589s
Inferrence batch: 1165, total_time: 30.852051s, time: 0.025534s
Inferrence batch: 1166, total_time: 30.877594s, time: 0.025544s
Inferrence batch: 1167, total_time: 30.902783s, time: 0.025189s
Inferrence batch: 1168, total_time: 30.928308s, time: 0.025525s
Inferrence batch: 1169, total_time: 30.953839s, time: 0.025531s
Inferrence batch: 1170, total_time: 30.979392s, time: 0.025553s
Inferrence batch: 1171, total_time: 31.004212s, time: 0.024819s
Inferrence batch: 1172, total_time: 31.029642s, time: 0.025430s
Inferrence batch: 1173, total_time: 31.054521s, time: 0.024879s
Inferrence batch: 1174, total_time: 31.079861s, time: 0.025341s
Inferrence batch: 1175, total_time: 31.104797s, time: 0.024936s
Inferrence batch: 1176, total_time: 31.130158s, time: 0.025360s
Inferrence batch: 1177, total_time: 31.155001s, time: 0.024843s
Inferrence batch: 1178, total_time: 31.180434s, time: 0.025433s
Inferrence batch: 1179, total_time: 31.205873s, time: 0.025439s
Inferrence batch: 1180, total_time: 31.231441s, time: 0.025568s
Inferrence batch: 1181, total_time: 31.257085s, time: 0.025644s
Inferrence batch: 1182, total_time: 31.282808s, time: 0.025723s
Inferrence batch: 1183, total_time: 31.309226s, time: 0.026417s
Inferrence batch: 1184, total_time: 31.334918s, time: 0.025693s
Inferrence batch: 1185, total_time: 31.360664s, time: 0.025745s
Inferrence batch: 1186, total_time: 31.387050s, time: 0.026386s
Inferrence batch: 1187, total_time: 31.412572s, time: 0.025522s
Inferrence batch: 1188, total_time: 31.438109s, time: 0.025537s
Inferrence batch: 1189, total_time: 31.464509s, time: 0.026400s
Inferrence batch: 1190, total_time: 31.490001s, time: 0.025491s
Inferrence batch: 1191, total_time: 31.515644s, time: 0.025643s
Inferrence batch: 1192, total_time: 31.541640s, time: 0.025996s
Inferrence batch: 1193, total_time: 31.567310s, time: 0.025670s
Inferrence batch: 1194, total_time: 31.593026s, time: 0.025716s
Inferrence batch: 1195, total_time: 31.619073s, time: 0.026047s
Inferrence batch: 1196, total_time: 31.644670s, time: 0.025597s
Inferrence batch: 1197, total_time: 31.670382s, time: 0.025712s
Inferrence batch: 1198, total_time: 31.695985s, time: 0.025603s
Inferrence batch: 1199, total_time: 31.721571s, time: 0.025586s
Inferrence batch: 1200, total_time: 31.747027s, time: 0.025456s
Inferrence batch: 1201, total_time: 31.772454s, time: 0.025427s
Inferrence batch: 1202, total_time: 31.797953s, time: 0.025499s
Inferrence batch: 1203, total_time: 31.823337s, time: 0.025384s
Inferrence batch: 1204, total_time: 31.848717s, time: 0.025381s
Inferrence batch: 1205, total_time: 31.874032s, time: 0.025314s
Inferrence batch: 1206, total_time: 31.899493s, time: 0.025461s
Inferrence batch: 1207, total_time: 31.924852s, time: 0.025359s
Inferrence batch: 1208, total_time: 31.950307s, time: 0.025455s
Inferrence batch: 1209, total_time: 31.975756s, time: 0.025449s
Inferrence batch: 1210, total_time: 32.001271s, time: 0.025516s
Inferrence batch: 1211, total_time: 32.026772s, time: 0.025501s
Inferrence batch: 1212, total_time: 32.052404s, time: 0.025632s
Inferrence batch: 1213, total_time: 32.078033s, time: 0.025629s
Inferrence batch: 1214, total_time: 32.103543s, time: 0.025510s
Inferrence batch: 1215, total_time: 32.129343s, time: 0.025800s
Inferrence batch: 1216, total_time: 32.155059s, time: 0.025716s
Inferrence batch: 1217, total_time: 32.180811s, time: 0.025752s
Inferrence batch: 1218, total_time: 32.206521s, time: 0.025710s
Inferrence batch: 1219, total_time: 32.232324s, time: 0.025803s
Inferrence batch: 1220, total_time: 32.257999s, time: 0.025676s
Inferrence batch: 1221, total_time: 32.283645s, time: 0.025646s
Inferrence batch: 1222, total_time: 32.309195s, time: 0.025550s
Inferrence batch: 1223, total_time: 32.334875s, time: 0.025680s
Inferrence batch: 1224, total_time: 32.360327s, time: 0.025453s
Inferrence batch: 1225, total_time: 32.385990s, time: 0.025663s
Inferrence batch: 1226, total_time: 32.411646s, time: 0.025656s
Inferrence batch: 1227, total_time: 32.437113s, time: 0.025466s
Inferrence batch: 1228, total_time: 32.462630s, time: 0.025518s
Inferrence batch: 1229, total_time: 32.488085s, time: 0.025455s
Inferrence batch: 1230, total_time: 32.513525s, time: 0.025440s
Inferrence batch: 1231, total_time: 32.539015s, time: 0.025490s
